Year,ID,MapID,Input,Original_revised_to_uniform_VVL,MapID_Source.Local_Alias,Units,TrimRevisedOriginal,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL,QC_accrued,QC1,QCplus_minus,QC2,QC_tally,QC3
2002,200228,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,0,0,1191,1160,0,0,0,0,0,0,0,0,2351,2351,TRUE,+2351,,2351,
2002,200229,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,2351,
2002,200230,,-,-Pioneer Central from 2800 Acres,Pioneer Central from 2800 Acres,AF,Pioneer Central from 2800 Acres,0,0,0,42,0,0,0,0,0,0,0,0,42,42,TRUE,-42,,2309,
2002,200231,,-,-Pioneer North from 2800 Acres,Pioneer North from 2800 Acres,AF,Pioneer North from 2800 Acres,0,0,262,567,0,0,0,0,0,0,0,0,829,829,TRUE,-829,,1480,
2002,200232,,-,-River Loss: 2800 Acres to Second Point,River Loss: 2800 Acres to Second Point,AF,River Loss: 2800 Acres to Second Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,1480,
2002,200233,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,0,0,929,551,0,0,0,0,0,0,0,0,1480,1480,TRUE,-1480,,0,TRUE
2002,200234,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2003,200301,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,28514,20896,24730,25351,41468,77695,82286,66716,35962,28572,11597,16619,460406,460406,TRUE,+460406,,+460406,
2003,200302,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,611,676,655,676,655,676,676,655,676,655,676,7963,7963,TRUE,-7963,,452443,
2003,200303,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,2378,8321,5748,7747,16913,32219,35482,26146,16789,15422,4885,4048,176098,176098,TRUE,-176098,,276345,
2003,200304,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,12339,9300,18284,16945,21592,28683,30853,25775,18405,11641,5617,8811,208245,208245,TRUE,-208245,,68100,TRUE
2003,200305,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,13121,2664,22,4,2287,16138,15275,14119,113,833,440,3084,68100,68100,TRUE,=68100,TRUE,68100,
2003,200306,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,0,0,0,0,0,0,0,286,0,276,562,562,TRUE,+562,,68662,
2003,200307,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,547,1498,2402,3013,2991,0,0,0,0,0,0,69,10520,10520,TRUE,+10520,,79182,
2003,200308,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,71,50,0,0,480,4003,4449,4511,109,0,0,0,13673,13673,TRUE,-13673,,65509,
2003,200309,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,1113,1207,1765,2174,2961,1468,0,0,0,0,0,0,10688,10688,TRUE,-10688,,54821,
2003,200310,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,766,698,659,843,1049,922,897,788,4,143,234,521,7524,7524,TRUE,-7524,,47297,TRUE
2003,200311,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,11718,2207,0,0,788,9745,9929,8820,0,976,206,2908,47297,47297,TRUE,=47297,TRUE,47297,
2003,200312,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,0,0,1039,33,2817,5458,8535,5966,407,0,3842,3489,31586,31586,TRUE,+31586,,78883,
2003,200313,1053,+,+Truxtun Lake to River,Truxtun Lake to River,AF,Truxtun Lake to River,0,0,0,0,0,676,778,508,0,0,0,0,1962,1962,TRUE,+1962,,80845,
2003,200314,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,0,0,668,16,0,3535,4294,1613,0,0,2160,3251,15537,15537,TRUE,+15537,,96382,
2003,200315,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,0,0,828,12510,872,0,0,0,0,0,0,14210,14210,TRUE,+14210,,110592,
2003,200316,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,646,12,0,73,452,9665,12498,7722,0,0,206,1226,32500,32500,TRUE,-32500,,78092,
2003,200317,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,5270,2027,1707,804,6300,7653,6545,6585,244,976,5689,6988,50788,50788,TRUE,-50788,,27304,TRUE
2003,200318,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,5802,168,0,0,9363,2968,4493,2600,163,0,313,1434,27304,27304,TRUE,=27304,TRUE,27304,
2003,200319,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,258,85,56,103,454,20,0,0,0,0,0,988,1964,1964,TRUE,+1964,,29268,
2003,200320,,-,-Rio Vista Lake,Rio Vista Lake,AF,Rio Vista Lake,0,0,0,0,0,0,0,0,0,0,0,278,278,278,TRUE,-278,,28990,
2003,200321,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,0,0,817,93,0,1210,0,145,0,0,0,641,2906,2906,TRUE,+2906,,31896,
2003,200322,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,4594,0,0,0,4471,633,0,0,0,0,0,0,9698,9698,TRUE,-9698,,22198,
2003,200323,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,22198,
2003,200324,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,0,0,419,34,0,145,290,157,0,0,0,300,1345,1345,TRUE,-1345,,20853,
2003,200325,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,1359,253,224,156,3039,2251,3422,2227,163,0,313,1753,15160,15160,TRUE,-15160,,5693,TRUE
2003,200326,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,107,0,230,6,2307,1169,781,361,0,0,0,732,5693,5693,TRUE,=5693,TRUE,5693,
2003,200327,2005,-,-River Loss: Bellevue Weir to ID#4 Boundary,River Loss: Bellevue Weir to ID#4 Boundary,AF,River Loss: Bellevue Weir to ID#4 Boundary,107,0,230,6,879,1014,781,361,0,0,0,530,3908,3908,TRUE,-3908,,1785,
2003,200328,2006,-,-River Loss: ID#4 Boundary to 2800 Acres,River Loss: ID#4 Boundary to 2800 Acres,AF,River Loss: ID#4 Boundary to 2800 Acres,0,0,0,0,641,155,0,0,0,0,0,202,998,998,TRUE,-998,,787,
2003,200329,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,0,0,589,71,0,0,0,0,0,0,0,0,660,660,TRUE,+660,,1447,
2003,200330,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,1447,
2003,200331,,-,-Pioneer Central from 2800 Acres,Pioneer Central from 2800 Acres,AF,Pioneer Central from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,1447,
2003,200332,,-,-Pioneer North from 2800 Acres,Pioneer North from 2800 Acres,AF,Pioneer North from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,1447,
2003,200333,,-,-River Loss: 2800 Acres to Second Point,River Loss: 2800 Acres to Second Point,AF,River Loss: 2800 Acres to Second Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,1447,
2003,200334,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,0,0,589,71,787,0,0,0,0,0,0,0,1447,1447,TRUE,-1447,,0,TRUE
2003,200335,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2004,200401,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,18698,16947,33100,47774,47163,69120,59627,46550,25803,13692,13133,15665,407272,407272,TRUE,+407272,,+407272,
2004,200402,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,633,676,655,676,655,676,676,655,676,655,676,7985,7985,TRUE,-7985,,399287,
2004,200403,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,7311,8150,9295,23054,22742,17419,16844,15136,8842,8105,9762,6050,152710,152710,TRUE,-152710,,246577,
2004,200404,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,5645,8164,22159,20801,19474,31979,26822,21671,15985,4911,2716,8939,189266,189266,TRUE,-189266,,57311,TRUE
2004,200405,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,5066,0,970,3264,4271,19067,15285,9067,321,0,0,0,57311,57311,TRUE,=57311,TRUE,57311,
2004,200406,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,202,0,0,0,0,0,0,0,0,0,0,0,202,202,TRUE,+202,,57513,
2004,200407,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,73,0,0,0,0,0,0,0,5312,1164,0,32,6581,6581,TRUE,+6581,,64094,
2004,200408,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,0,0,0,0,179,14160,10776,4223,0,0,0,0,29338,29338,TRUE,-29338,,34756,
2004,200409,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,0,0,75,2210,2776,3352,3426,3461,2947,879,0,0,19126,19126,TRUE,-19126,,15630,
2004,200410,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,272,0,895,1054,1316,1250,1083,1139,908,285,0,32,8234,8234,TRUE,-8234,,7396,TRUE
2004,200411,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,5069,0,0,0,0,305,0,244,1778,0,0,0,7396,7396,TRUE,=7396,TRUE,7396,
2004,200412,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,0,690,2144,0,1674,359,1995,0,511,0,0,226,7599,7599,TRUE,+7599,,14995,
2004,200413,1053,+,+Truxtun Lake to River,Truxtun Lake to River,AF,Truxtun Lake to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,14995,
2004,200414,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,0,1025,2747,0,0,0,0,0,0,0,0,0,3772,3772,TRUE,+3772,,18767,
2004,200415,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,0,0,0,0,0,0,0,0,0,296,281,577,577,TRUE,+577,,19344,
2004,200416,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,653,0,216,0,0,0,0,0,0,0,0,0,869,869,TRUE,-869,,18475,
2004,200417,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,2350,1715,4372,0,1674,664,1995,244,2289,0,296,507,16106,16106,TRUE,-16106,,2369,TRUE
2004,200418,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,2066,0,303,0,0,0,0,0,0,0,0,0,2369,2369,TRUE,=2369,TRUE,2369,
2004,200419,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,653,28,226,0,0,4,67,0,0,0,0,0,978,978,TRUE,+978,,3347,
2004,200420,,-,-Rio Vista Lake,Rio Vista Lake,AF,Rio Vista Lake,127,0,113,0,0,4,67,0,0,0,0,0,311,311,TRUE,-311,,3036,
2004,200421,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,343,1430,2636,0,282,67,341,0,107,0,0,0,5206,5206,TRUE,+5206,,8242,
2004,200422,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,1503,0,0,0,0,0,0,0,0,0,0,0,1503,1503,TRUE,-1503,,6739,
2004,200423,,-,-North Lake Aera Park Turnout,North Lake Aera Park Turnout,AF,North Lake Aera Park Turnout,0,165,0,0,0,0,0,0,0,0,0,0,165,165,TRUE,-165,,6574,
2004,200424,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,6574,
2004,200425,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,218,0,2027,0,0,0,0,0,0,0,0,0,2245,2245,TRUE,-2245,,4329,
2004,200426,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,944,601,914,0,282,67,341,0,107,0,0,0,3256,3256,TRUE,-3256,,1073,TRUE
2004,200427,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,270,692,111,0,0,0,0,0,0,0,0,0,1073,1073,TRUE,=1073,TRUE,1073,
2004,200428,2005,-,-River Loss: Bellevue Weir to ID#4 Boundary,River Loss: Bellevue Weir to ID#4 Boundary,AF,River Loss: Bellevue Weir to ID#4 Boundary,119,541,111,0,0,0,0,0,0,0,0,0,771,771,TRUE,-771,,302,
2004,200429,2006,-,-River Loss: ID#4 Boundary to 2800 Acres,River Loss: ID#4 Boundary to 2800 Acres,AF,River Loss: ID#4 Boundary to 2800 Acres,151,151,0,0,0,0,0,0,0,0,0,0,302,302,TRUE,-302,,0,
2004,200430,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,50,797,8114,0,0,0,0,0,0,0,0,0,8961,8961,TRUE,+8961,,8961,
2004,200431,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,8961,
2004,200432,,-,-Pioneer Central from 2800 Acres,Pioneer Central from 2800 Acres,AF,Pioneer Central from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,8961,
2004,200433,,-,-Pioneer North from 2800 Acres,Pioneer North from 2800 Acres,AF,Pioneer North from 2800 Acres,0,0,2005,0,0,0,0,0,0,0,0,0,2005,2005,TRUE,-2005,,6956,
2004,200434,,-,-River Loss: 2800 Acres to Second Point,River Loss: 2800 Acres to Second Point,AF,River Loss: 2800 Acres to Second Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,6956,
2004,200435,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,50,797,6109,0,0,0,0,0,0,0,0,0,6956,6956,TRUE,-6956,,0,TRUE
2004,200436,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2005,200501,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,12073,22335,13770,14956,18788,14523,13482,12020,11117,9790,7611,5512,155977,155977,TRUE,-155977,,30108,TRUE
2005,200501,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,33638,32541,35897,37722,84783,189189,186944,135338,76721,58566,34368,29732,935439,935439,TRUE,+935439,,+935439,
2005,200502,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,904,1033,0,311,7271,15043,1706,3556,284,0,0,0,30108,30108,TRUE,=30108,TRUE,30108,
2005,200502,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,611,676,655,676,655,676,676,655,676,655,676,7963,7963,TRUE,-7963,,927476,
2005,200503,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,18849,12093,10110,9836,25359,37470,38963,37439,22740,26309,21403,10917,271488,271488,TRUE,-271488,,655988,
2005,200504,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,4520,10992,18087,23296,29034,34407,37422,35139,19422,7006,6319,7293,232937,232937,TRUE,-232937,,423051,TRUE
2005,200505,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,9593,8845,7024,3935,29714,116657,109883,62084,33904,24575,5991,10846,423051,423051,TRUE,=423051,TRUE,423051,
2005,200506,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,0,0,0,0,0,0,0,28,0,0,28,28,TRUE,+28,,423079,
2005,200507,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,22,89,18,75,0,0,0,0,0,0,0,0,204,204,TRUE,+204,,423283,
2005,200508,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,8206,6302,1777,716,8231,11694,16588,13589,6112,2713,453,0,76381,76381,TRUE,-76381,,346902,
2005,200509,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,269,1295,1575,2382,3081,18559,23377,7777,2952,2817,1428,10274,75786,75786,TRUE,-75786,,271116,
2005,200510,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,1140,819,803,878,954,934,851,756,680,686,405,572,9478,9478,TRUE,-9478,,261638,TRUE
2005,200511,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,0,518,2887,34,17448,85470,69067,39962,24160,18387,3705,0,261638,261638,TRUE,=261638,TRUE,261638,
2005,200512,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,1937,7984,7759,7422,849,0,0,0,0,123,119,3945,30138,30138,TRUE,+30138,,291776,
2005,200513,1053,+,+Truxtun Lake to River,Truxtun Lake to River,AF,Truxtun Lake to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,291776,
2005,200514,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,151,1611,3735,1605,0,646,0,0,0,0,0,1654,9402,9402,TRUE,+9402,,301178,
2005,200515,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,9749,40853,36036,46461,65794,11799,1365,9233,12635,6443,0,0,240368,240368,TRUE,+240368,,541546,
2005,200516,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,464,3669,3078,841,177,22649,17409,7690,4042,6010,1617,40,67686,67686,TRUE,-67686,,473860,
2005,200517,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,3366,8841,7825,7367,6964,6541,5702,5123,4727,3947,1204,4169,65776,65776,TRUE,-65776,,408084,TRUE
2005,200518,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,8007,38456,39514,47314,76950,68725,47321,36382,28026,14996,1003,1390,408084,408084,TRUE,=408084,TRUE,408084,
2005,200519,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,5717,3344,6049,4221,12131,3221,3660,3543,3229,3104,529,198,48946,48946,TRUE,+48946,,457030,
2005,200520,,-,-The Park at River Walk,The Park at River Walk,AF,The Park at River Walk,0,0,0,0,0,0,0,0,0,571,235,198,1004,1004,TRUE,-1004,,456026,
2005,200521,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,2370,5159,1529,506,357,839,1031,280,325,932,1379,3769,18476,18476,TRUE,+18476,,474502,
2005,200522,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,2959,15552,18883,18508,16677,18057,17986,17933,14467,6405,0,0,147427,147427,TRUE,-147427,,327075,
2005,200523,,-,-North Lake Aera Park Turnout,North Lake Aera Park Turnout,AF,North Lake Aera Park Turnout,103,137,173,169,143,170,184,184,179,184,56,8,1690,1690,TRUE,-1690,,325385,
2005,200524,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,750,0,0,900,292,0,0,0,0,0,0,1942,1942,TRUE,-1942,,323443,
2005,200525,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,865,4054,5683,5443,5423,4300,4372,5016,4546,3011,980,2116,45809,45809,TRUE,-45809,,277634,
2005,200526,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,2261,5086,3755,3586,4278,3134,2438,2128,1884,1595,1230,2319,33694,33694,TRUE,-33694,,243940,TRUE
2005,200527,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,9906,21380,18598,24335,62017,46832,27032,14944,10504,7266,410,716,243940,243940,TRUE,=243940,TRUE,243940,
2005,200528,2005,-,-River Loss: Bellevue Weir to ID#4 Boundary,River Loss: Bellevue Weir to ID#4 Boundary,AF,River Loss: Bellevue Weir to ID#4 Boundary,417,793,615,595,902,595,526,460,417,462,234,303,6319,6319,TRUE,-6319,,237621,
2005,200529,2006,-,-River Loss: ID#4 Boundary to 2800 Acres,River Loss: ID#4 Boundary to 2800 Acres,AF,River Loss: ID#4 Boundary to 2800 Acres,417,793,615,595,902,595,526,460,417,462,176,250,6208,6208,TRUE,-6208,,231413,
2005,200530,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,6050,13684,14969,16136,1768,8725,3711,10560,9445,15860,12702,10994,124604,124604,TRUE,+124604,,356017,
2005,200531,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,356017,
2005,200532,,-,-Pioneer Central from 2800 Acres,Pioneer Central from 2800 Acres,AF,Pioneer Central from 2800 Acres,0,2626,6926,6419,3119,4786,4715,4846,1426,1716,3921,3638,44138,44138,TRUE,-44138,,311879,
2005,200533,,-,-Pioneer North from 2800 Acres,Pioneer North from 2800 Acres,AF,Pioneer North from 2800 Acres,2113,7050,7174,9648,19127,13180,2517,1932,4507,7144,1170,1682,77244,77244,TRUE,-77244,,234635,
2005,200534,,-,-Kern Water Bank from 2800 Acres,Kern Water Bank from 2800 Acres,AF,Kern Water Bank from 2800 Acres,32,434,4467,7525,4391,2918,0,0,1781,3552,0,325,25425,25425,TRUE,-25425,,209210,
2005,200535,,-,-Kern Water Bank Canal at Head,Kern Water Bank Canal at Head,AF,Kern Water Bank Canal at Head,0,0,0,422,9285,3917,7271,2230,0,0,0,0,23125,23125,TRUE,-23125,,186085,
2005,200536,,-,-River Loss: 2800 Acres to Second Point,River Loss: 2800 Acres to Second Point,AF,River Loss: 2800 Acres to Second Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,186085,
2006,200603,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,54835,31242,23722,48758,271940,255933,155395,84474,43823,20580,19236,17750,1027688,1027688,TRUE,+1027688,,+1027688,
2006,200604,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,611,676,655,676,655,676,676,655,676,655,676,7963,7963,TRUE,-7963,,1019725,
2006,200605,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,6734,10147,2914,17532,38493,42714,39106,21219,20102,8301,13140,7139,227541,227541,TRUE,-227541,,792184,
2006,200606,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,18434,18627,17933,14305,31353,38686,37618,31611,18621,9564,5157,9832,251741,251741,TRUE,-251741,,540443,TRUE
2006,200607,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,28991,1857,2199,16266,201418,173878,77995,30968,4445,2039,284,103,540443,540443,TRUE,=540443,TRUE,540443,
2006,200608,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,540443,
2006,200609,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,540443,
2006,200610,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,557,0,0,1934,13853,17710,11338,4804,510,0,0,0,50706,50706,TRUE,-50706,,489737,
2006,200611,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,12623,1369,1407,2329,25513,32521,26719,4219,1712,1660,0,0,110072,110072,TRUE,-110072,,379665,
2006,200612,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,728,488,587,823,857,708,647,573,537,379,129,103,6559,6559,TRUE,-6559,,373106,TRUE
2006,200613,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,15083,0,205,11180,161195,122939,39291,21372,1686,0,155,0,373106,373106,TRUE,=373106,TRUE,373106,
2006,200614,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,2981,3126,3106,2213,0,0,1783,3166,1242,1803,1303,1442,22165,22165,TRUE,+22165,,395271,
2006,200615,1053,+,+Truxtun Lake to River,Truxtun Lake to River,AF,Truxtun Lake to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,395271,
2006,200616,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,871,2124,1888,0,0,0,1016,1634,3170,4971,3175,3304,22153,22153,TRUE,+22153,,417424,
2006,200617,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,24927,0,6691,68296,24135,5265,0,0,0,0,0,0,129314,129314,TRUE,+129314,,546738,
2006,200618,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,432,278,208,2933,13910,0,1617,5944,883,1914,321,393,28833,28833,TRUE,-28833,,517905,
